sample_name,file_name,genome,species_name,species_id,assay,cell_line,target,data_source,file_acc,provided_format_type,description,size,id
encode_3398,ENCFF600GYN.bed.gz,hg38,Homo sapiens,9606,DNase-seq,D341Med,,ENCODE,ENCFF600GYN,broadPeak,DNase-seq on human D341Med,167,4ba4ceca1ffabaa74bbf18aff2d836f6
encode_3399,ENCFF893AUA.bed.gz,hg38,Homo sapiens,9606,DNase-seq,D341Med,,ENCODE,ENCFF893AUA,narrowPeak,DNase-seq on human D341Med,149,df804a387c14d274ada0f83ccf95ff19
encode_3400,ENCFF894APF.bed.gz,hg38,Homo sapiens,9606,DNase-seq,D341Med,,ENCODE,ENCFF894APF,broadPeak,DNase-seq on human D341Med,168,
encode_3401,ENCFF269XYR.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM10266,CTCF,ENCODE,ENCFF269XYR,narrowPeak,CTCF TF ChIP-seq on human GM10266,3717393,ab5643b5cc7a4ed91b81080254b6b11f
encode_3402,ENCFF503BUG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM10266,CTCF,ENCODE,ENCFF503BUG,narrowPeak,CTCF TF ChIP-seq on human GM10266,3475879,76e6e0972fa617993e79373b028047c8
encode_3403,ENCFF846CNP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM10266,CTCF,ENCODE,ENCFF846CNP,narrowPeak,CTCF TF ChIP-seq on human GM10266,4007616,2f9771df6be2dbddb4bb92f7aec33f8c
encode_3404,ENCFF178PUI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM10266,CTCF,ENCODE,ENCFF178PUI,narrowPeak,CTCF TF ChIP-seq on human GM10266,541617,9307fb29de79d0161f86feab6c450243
encode_3405,ENCFF125TEX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,POLR2A,ENCODE,ENCFF125TEX,narrowPeak,POLR2A TF ChIP-seq on human K562,6389450,a0b6d3fbfc75da0e594b6506640a6eb3
encode_3406,ENCFF273XOJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,POLR2A,ENCODE,ENCFF273XOJ,narrowPeak,POLR2A TF ChIP-seq on human K562,6982465,e2c4b54a4a23aad4c87a79307e2e14ca
encode_3407,ENCFF634MAL.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,POLR2A,ENCODE,ENCFF634MAL,narrowPeak,POLR2A TF ChIP-seq on human K562,6576006,26203be16997aaa78fcf357d2fe8b040
encode_3408,ENCFF757ZGV.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,POLR2A,ENCODE,ENCFF757ZGV,narrowPeak,POLR2A TF ChIP-seq on human K562,523928,dfdc23f4bb32519845097c7170f0d902
encode_3409,ENCFF182YZG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,POLR2A,ENCODE,ENCFF182YZG,narrowPeak,POLR2A TF ChIP-seq on human K562,664881,d693614ee75c379e4ade4256029baff7
encode_3410,ENCFF826XZW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,BE2C,CTCF,ENCODE,ENCFF826XZW,narrowPeak,CTCF TF ChIP-seq on human BE2C,5162733,0dd37cfc8ca47ffb1ab189f08a5d4936
encode_3411,ENCFF252QZC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,BE2C,CTCF,ENCODE,ENCFF252QZC,narrowPeak,CTCF TF ChIP-seq on human BE2C,848133,99833898b60b1ca9e56122a755a126d2
encode_3412,ENCFF782ULZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,BE2C,CTCF,ENCODE,ENCFF782ULZ,narrowPeak,CTCF TF ChIP-seq on human BE2C,4585799,ed7b195a8cb0ca3560f27f7f28a94f41
encode_3413,ENCFF376MMA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,BE2C,CTCF,ENCODE,ENCFF376MMA,narrowPeak,CTCF TF ChIP-seq on human BE2C,4757841,bb23008f144459e0614497c3d1100285
encode_3414,ENCFF594OZI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,BE2C,CTCF,ENCODE,ENCFF594OZI,narrowPeak,CTCF TF ChIP-seq on human BE2C,910571,a284093aaeb48bf2d3624c5bf0b99495
encode_3415,ENCFF804WLB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,PFSK-1,REST,ENCODE,ENCFF804WLB,narrowPeak,REST TF ChIP-seq on human PFSK-1,2884544,ab55b25f73afb7351527f2d04015b53b
encode_3416,ENCFF994QQW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,PFSK-1,REST,ENCODE,ENCFF994QQW,narrowPeak,REST TF ChIP-seq on human PFSK-1,4232868,f5fa998489e2d375e83bcd004f159e7c
encode_3417,ENCFF233ZDP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,PFSK-1,REST,ENCODE,ENCFF233ZDP,narrowPeak,REST TF ChIP-seq on human PFSK-1,4964003,933cfe9de11f3eb01bc8b0518fa5c13b
encode_3418,ENCFF633NFW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,PFSK-1,REST,ENCODE,ENCFF633NFW,narrowPeak,REST TF ChIP-seq on human PFSK-1,113132,2f8755e296499be3e723d3ab48acefb7
encode_3419,ENCFF668YET.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,PFSK-1,REST,ENCODE,ENCFF668YET,narrowPeak,REST TF ChIP-seq on human PFSK-1,134846,7c7e2db938c42d67ba18d8e38d4f4566
encode_3420,ENCFF610ZYL.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12892,YY1,ENCODE,ENCFF610ZYL,narrowPeak,YY1 TF ChIP-seq on human GM12892,5407053,262477ba4f6bc149363b4c09b5e748b2
encode_3421,ENCFF638LMU.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12892,YY1,ENCODE,ENCFF638LMU,narrowPeak,YY1 TF ChIP-seq on human GM12892,4877791,d7139765cbe28c63174c9d78f186c014
encode_3422,ENCFF072IHJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12892,YY1,ENCODE,ENCFF072IHJ,narrowPeak,YY1 TF ChIP-seq on human GM12892,355167,90be20c12ede5d0a388e71f77f3672e1
encode_3423,ENCFF170YHF.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12892,YY1,ENCODE,ENCFF170YHF,narrowPeak,YY1 TF ChIP-seq on human GM12892,5969514,2640806f7697ef1fad671c1fa44996d5
encode_3424,ENCFF571RHI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12892,YY1,ENCODE,ENCFF571RHI,narrowPeak,YY1 TF ChIP-seq on human GM12892,204024,8d902b290a91008858f763e055fc4fea
encode_3425,ENCFF804LRQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,H1,SP1,ENCODE,ENCFF804LRQ,narrowPeak,SP1 TF ChIP-seq on human H1,4780365,a65be6f423fefae8ba155d9f05927991
encode_3426,ENCFF695XRW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,H1,SP1,ENCODE,ENCFF695XRW,narrowPeak,SP1 TF ChIP-seq on human H1,334552,703ead379cb509625969c87f7c25ce7a
encode_3427,ENCFF539PMO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,H1,SP1,ENCODE,ENCFF539PMO,narrowPeak,SP1 TF ChIP-seq on human H1,4610991,6ba3c49fc8b270b47161ec75f558d3a0
encode_3428,ENCFF692RHW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,H1,SP1,ENCODE,ENCFF692RHW,narrowPeak,SP1 TF ChIP-seq on human H1,5636270,e50bc703daf3968b2624d4809ba26ed8
encode_3429,ENCFF500JFI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,H1,SP1,ENCODE,ENCFF500JFI,narrowPeak,SP1 TF ChIP-seq on human H1,364303,3fdf28abd5bb22e076685ad978b32984
encode_3431,ENCFF456DLJ.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF456DLJ,broadPeak,DNase-seq on human kidney epithelial cell,1703443,f4626d6d57b330922e41155877a4bbff
encode_3432,ENCFF654ASP.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF654ASP,narrowPeak,DNase-seq on human kidney epithelial cell,1073512,514e65ddded0bd47e14baf5f00f0c309
encode_3434,ENCFF519QCZ.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF519QCZ,broadPeak,DNase-seq on human kidney epithelial cell,1595033,b2b0484b2055904e798f7dc103638038
encode_3435,ENCFF548ZXW.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF548ZXW,narrowPeak,DNase-seq on human kidney epithelial cell,997681,eb3aeeda15bcaaab0d78a7482f4bda14
encode_3436,ENCFF519KZQ.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF519KZQ,broadPeak,DNase-seq on human kidney epithelial cell,1477142,c6c903173f9b044e6b6e77c4f3aa1ee8
encode_3437,ENCFF948IZD.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF948IZD,narrowPeak,DNase-seq on human kidney epithelial cell,1025933,e5e4d8aa8acfd2d9b153d5f82edd9528
encode_3438,ENCFF096AQO.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF096AQO,broadPeak,DNase-seq on human kidney epithelial cell,1380440,c15b93aecc6f4415766ebdad7b96a8ff
encode_3439,ENCFF895EXH.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF895EXH,narrowPeak,DNase-seq on human kidney epithelial cell,957219,8635bbea11029b33c16a8317b396c5d1
encode_3440,ENCFF506XYW.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF506XYW,broadPeak,DNase-seq on human kidney epithelial cell,1690987,2e147d43931bb88819b1987c47f97eef
encode_3441,ENCFF269ORH.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF269ORH,narrowPeak,DNase-seq on human kidney epithelial cell,1074930,39182243c6789853216f5b78d156b949
encode_3442,ENCFF743YSU.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF743YSU,broadPeak,DNase-seq on human kidney epithelial cell,1583441,4f2647df57e3cd438bd6081a94982925
encode_3443,ENCFF750YPR.bed.gz,hg38,Homo sapiens,9606,DNase-seq,kidney epithelial cell,,ENCODE,ENCFF750YPR,narrowPeak,DNase-seq on human kidney epithelial cell,999063,1994ac761d820e516ecc41e02f45f49d
encode_3444,ENCFF652HWZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,MAX,ENCODE,ENCFF652HWZ,narrowPeak,MAX TF ChIP-seq on human GM12878,4428513,997363b034c1becefb478b10adc894a2
encode_3445,ENCFF360IMJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,MAX,ENCODE,ENCFF360IMJ,narrowPeak,MAX TF ChIP-seq on human GM12878,4465738,36d5c619adda60fb5e536128819712ef
encode_3446,ENCFF215WSJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,MAX,ENCODE,ENCFF215WSJ,narrowPeak,MAX TF ChIP-seq on human GM12878,5115892,3fbc6c5caf608f365653a9e9a3677295
encode_3447,ENCFF075AKQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,MAX,ENCODE,ENCFF075AKQ,narrowPeak,MAX TF ChIP-seq on human GM12878,291049,bafd368d855b6227aef42b9c0c9d970d
encode_3448,ENCFF270NAL.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,MAX,ENCODE,ENCFF270NAL,narrowPeak,MAX TF ChIP-seq on human GM12878,348024,4eaee32abb7f5c119aa36554adbaf53e
encode_3449,ENCFF312AML.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12891,TAF1,ENCODE,ENCFF312AML,narrowPeak,TAF1 TF ChIP-seq on human GM12891,4384926,c2082b39f1db71961e34d34c886cf64f
encode_3450,ENCFF606XRT.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12891,TAF1,ENCODE,ENCFF606XRT,narrowPeak,TAF1 TF ChIP-seq on human GM12891,4381263,c06a5f416f06bd4e46c106dff4ec7d22
encode_3451,ENCFF593OOT.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12891,TAF1,ENCODE,ENCFF593OOT,narrowPeak,TAF1 TF ChIP-seq on human GM12891,5024882,443b775e653db70424e4be99c2cb7042
encode_3452,ENCFF471NIK.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12891,TAF1,ENCODE,ENCFF471NIK,narrowPeak,TAF1 TF ChIP-seq on human GM12891,268278,760013c6b0207ad024bda468b2bb6c01
encode_3453,ENCFF667CNQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12891,TAF1,ENCODE,ENCFF667CNQ,narrowPeak,TAF1 TF ChIP-seq on human GM12891,257873,3a405c7ccf0fce6e2a001119f6a21ba6
encode_3454,ENCFF757GIM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,AG04449,CTCF,ENCODE,ENCFF757GIM,narrowPeak,CTCF TF ChIP-seq on human AG04449,2584722,546df9d839a85ee3b69cfd898d3b822a
encode_3455,ENCFF550VVD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,AG04449,CTCF,ENCODE,ENCFF550VVD,narrowPeak,CTCF TF ChIP-seq on human AG04449,2221592,777987fe0babd18ba8e0de896b1dac55
encode_3456,ENCFF742QXF.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,AG04449,CTCF,ENCODE,ENCFF742QXF,narrowPeak,CTCF TF ChIP-seq on human AG04449,3954978,d529516e114936faa147c67d63d89e47
encode_3457,ENCFF652LEH.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,AG04449,CTCF,ENCODE,ENCFF652LEH,narrowPeak,CTCF TF ChIP-seq on human AG04449,776154,22f02b6b754240ccb8f7aea3f35633fd
encode_3459,ENCFF149KPX.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF149KPX,broadPeak,DNase-seq on human smooth muscle cell of the brain vasculature,1048422,74360742d93b382dd5c58628feff7212
encode_3460,ENCFF291PDD.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF291PDD,narrowPeak,DNase-seq on human smooth muscle cell of the brain vasculature,689305,deb02f0fdef2c242f9ab8a214acf065a
encode_3462,ENCFF767DUU.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF767DUU,broadPeak,DNase-seq on human smooth muscle cell of the brain vasculature,1233209,e3208a3276c4b48998a46ef994d8cb73
encode_3463,ENCFF590DPJ.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF590DPJ,narrowPeak,DNase-seq on human smooth muscle cell of the brain vasculature,799823,c60ff0c3eb776a7245f2bf017ce2acb6
encode_3464,ENCFF672GNQ.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF672GNQ,broadPeak,DNase-seq on human smooth muscle cell of the brain vasculature,939064,96875eae599f5d0043d5c8c4b2bec386
encode_3465,ENCFF376KPO.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF376KPO,narrowPeak,DNase-seq on human smooth muscle cell of the brain vasculature,660904,5839edf48367707c7f0779e86d75f2b8
encode_3466,ENCFF924JXU.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF924JXU,broadPeak,DNase-seq on human smooth muscle cell of the brain vasculature,1078959,351ac34f105d6d9ff7b2429dad5402e3
encode_3467,ENCFF379CCP.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF379CCP,narrowPeak,DNase-seq on human smooth muscle cell of the brain vasculature,766109,da02d596b070e6de2ca0a8af0ec56acb
encode_3468,ENCFF541NAN.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF541NAN,broadPeak,DNase-seq on human smooth muscle cell of the brain vasculature,1046824,0dd1016d3240ff5c9c786ed33f3ed1b0
encode_3469,ENCFF996VFH.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF996VFH,narrowPeak,DNase-seq on human smooth muscle cell of the brain vasculature,690486,ae800b1b97fd83bd5bf352f3dc2c3fc6
encode_3470,ENCFF339RKB.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF339RKB,broadPeak,DNase-seq on human smooth muscle cell of the brain vasculature,1227075,35c3406f99752bcc072c4a7e4e33b871
encode_3471,ENCFF776GEG.bed.gz,hg38,Homo sapiens,9606,DNase-seq,smooth muscle cell of the brain vasculature,,ENCODE,ENCFF776GEG,narrowPeak,DNase-seq on human smooth muscle cell of the brain vasculature,801144,59f77b3cddd0b9be727a2d0cf1e7e025
encode_3472,ENCFF970SFK.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,parathyroid adenoma,H3K79me2,ENCODE,ENCFF970SFK,narrowPeak,H3K79me2 Histone ChIP-seq on human parathyroid adenoma,1750101,530aea92fcab2355a18374f4ec31c831
encode_3473,ENCFF736SMZ.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,parathyroid adenoma,H3K79me2,ENCODE,ENCFF736SMZ,narrowPeak,H3K79me2 Histone ChIP-seq on human parathyroid adenoma,379307,68c9c0ba0bb66ce4e60fc738572ded56
encode_3475,ENCFF779CIW.bed.gz,hg38,Homo sapiens,9606,DNase-seq,H9,,ENCODE,ENCFF779CIW,broadPeak,DNase-seq on human H9,3184775,b2e8c12a4a68a80854459aec7f3f183a
encode_3476,ENCFF821DWN.bed.gz,hg38,Homo sapiens,9606,DNase-seq,H9,,ENCODE,ENCFF821DWN,narrowPeak,DNase-seq on human H9,2399021,0d925ba77d2182debd0dcb34d350e918
encode_3478,ENCFF095GDL.bed.gz,hg38,Homo sapiens,9606,DNase-seq,H9,,ENCODE,ENCFF095GDL,broadPeak,DNase-seq on human H9,3444528,fa84f383289b95d27c0e679892546e70
encode_3479,ENCFF097GAT.bed.gz,hg38,Homo sapiens,9606,DNase-seq,H9,,ENCODE,ENCFF097GAT,narrowPeak,DNase-seq on human H9,2611805,9f444590285f615fe69bd3dcdf51b0e7
encode_3480,ENCFF211GGM.bed.gz,hg38,Homo sapiens,9606,DNase-seq,H9,,ENCODE,ENCFF211GGM,broadPeak,DNase-seq on human H9,3144828,353cb76fdd594d9812ff6e7f18419847
encode_3481,ENCFF006TUW.bed.gz,hg38,Homo sapiens,9606,DNase-seq,H9,,ENCODE,ENCFF006TUW,narrowPeak,DNase-seq on human H9,2402422,4a94c31b92f52e75f23911e67462b6a3
encode_3482,ENCFF081GAI.bed.gz,hg38,Homo sapiens,9606,DNase-seq,H9,,ENCODE,ENCFF081GAI,broadPeak,DNase-seq on human H9,3405235,232d25f3dbeeeca92df24626808a924a
encode_3483,ENCFF894XXQ.bed.gz,hg38,Homo sapiens,9606,DNase-seq,H9,,ENCODE,ENCFF894XXQ,narrowPeak,DNase-seq on human H9,2616357,680a4a1c37630f8d65fce49799fcc89a
encode_3484,ENCFF844WJC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,ZNF384,ENCODE,ENCFF844WJC,narrowPeak,ZNF384 TF ChIP-seq on human GM12878,4217771,313a104746ed8b4bca13912f14dbea3e
encode_3485,ENCFF198HWX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,ZNF384,ENCODE,ENCFF198HWX,narrowPeak,ZNF384 TF ChIP-seq on human GM12878,3522543,de7e24847141fe9cee2863f340ad7751
encode_3486,ENCFF246PNH.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,ZNF384,ENCODE,ENCFF246PNH,narrowPeak,ZNF384 TF ChIP-seq on human GM12878,4694677,23db53a92aaf505c08cfc0660d9c6b5f
encode_3487,ENCFF324LIJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,ZNF384,ENCODE,ENCFF324LIJ,narrowPeak,ZNF384 TF ChIP-seq on human GM12878,197031,29d6ccad68cf8eba498bc5da0c40e8a6
encode_3488,ENCFF942MDT.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,ZNF384,ENCODE,ENCFF942MDT,narrowPeak,ZNF384 TF ChIP-seq on human GM12878,257837,d14f9afba488978eb44f220d81a98d71
encode_3489,ENCFF021MAG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,BCLAF1,ENCODE,ENCFF021MAG,narrowPeak,BCLAF1 TF ChIP-seq on human K562,740067,8e3308b307c93cbe6f678c271bb32013
encode_3490,ENCFF569NCI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,BCLAF1,ENCODE,ENCFF569NCI,narrowPeak,BCLAF1 TF ChIP-seq on human K562,3688898,f5740b16c12ee66605d880deaac884af
encode_3491,ENCFF973HTC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,BCLAF1,ENCODE,ENCFF973HTC,narrowPeak,BCLAF1 TF ChIP-seq on human K562,4902942,0dca4f855f35635447545ba582b8da40
encode_3492,ENCFF496YJC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,BCLAF1,ENCODE,ENCFF496YJC,narrowPeak,BCLAF1 TF ChIP-seq on human K562,39755,163f18b1b90bb6aec68ca9f386e250d9
encode_3493,ENCFF118VFU.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,tibial artery,H3K27me3,ENCODE,ENCFF118VFU,narrowPeak,H3K27me3 Histone ChIP-seq on human tibial artery,1916028,e26196ffcc941c72056f8e8a86855a97
encode_3494,ENCFF217GWI.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,tibial artery,H3K27me3,ENCODE,ENCFF217GWI,narrowPeak,H3K27me3 Histone ChIP-seq on human tibial artery,1660307,fe61be2256288025411cf144783d2a0e
encode_3495,ENCFF005CYV.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,DOHH2,EZH2phosphoT487,ENCODE,ENCFF005CYV,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human DOHH2,4341564,55618265220e698230b50914c3b146a5
encode_3496,ENCFF449TAT.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,DOHH2,EZH2phosphoT487,ENCODE,ENCFF449TAT,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human DOHH2,6504186,6e172cced86be7abbdb7241aff5d68d9
encode_3497,ENCFF009DKY.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,DOHH2,EZH2phosphoT487,ENCODE,ENCFF009DKY,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human DOHH2,77531,d682a5272ffbf5c82036c4f50115a60f
encode_3498,ENCFF994GJD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,DOHH2,EZH2phosphoT487,ENCODE,ENCFF994GJD,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human DOHH2,7032717,deb466cc767d5dc329319a2dfa010e60
encode_3499,ENCFF745PYF.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,DOHH2,EZH2phosphoT487,ENCODE,ENCFF745PYF,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human DOHH2,57231,641d6a2f132143da9eff3de35929495e
encode_3500,ENCFF307XFM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,IMR-90,CTCF,ENCODE,ENCFF307XFM,narrowPeak,CTCF TF ChIP-seq on human IMR-90,749871,13ff201111748b750171fe4dd3171a77
encode_3501,ENCFF034ZTP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,IMR-90,CTCF,ENCODE,ENCFF034ZTP,narrowPeak,CTCF TF ChIP-seq on human IMR-90,4524130,9657dfc231d83cc9658b46444369d4c6
encode_3502,ENCFF362RJA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,IMR-90,CTCF,ENCODE,ENCFF362RJA,narrowPeak,CTCF TF ChIP-seq on human IMR-90,4540842,d9d497132c9b32b4f8a5b04e94b14872
encode_3503,ENCFF120JMB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,IMR-90,CTCF,ENCODE,ENCFF120JMB,narrowPeak,CTCF TF ChIP-seq on human IMR-90,5101127,e71e3b992a9162587292cd2d48e9d186
encode_3504,ENCFF041EXY.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,Karpas-422,H3K36me3,ENCODE,ENCFF041EXY,narrowPeak,H3K36me3 Histone ChIP-seq on human Karpas-422,2712841,7a6237b836527a2467094c97cbf57bc6
encode_3505,ENCFF608YOC.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,Karpas-422,H3K36me3,ENCODE,ENCFF608YOC,narrowPeak,H3K36me3 Histone ChIP-seq on human Karpas-422,3281730,b28b413c17d06af89dd89ead7137c6ce
encode_3506,ENCFF546QUL.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,Karpas-422,H3K36me3,ENCODE,ENCFF546QUL,narrowPeak,H3K36me3 Histone ChIP-seq on human Karpas-422,3835549,c4474395589edabd77878c91aa5f1722
encode_3507,ENCFF985YWP.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,Karpas-422,H3K36me3,ENCODE,ENCFF985YWP,narrowPeak,H3K36me3 Histone ChIP-seq on human Karpas-422,3043051,a41309d537beb2508b28cc0295fa6e92
encode_3508,ENCFF234BSM.bed.gz,hg38,Homo sapiens,9606,DNase-seq,8988T,,ENCODE,ENCFF234BSM,bed3+,DNase-seq on human 8988T,165422,
encode_3509,ENCFF253PDR.bed.gz,hg38,Homo sapiens,9606,DNase-seq,8988T,,ENCODE,ENCFF253PDR,broadPeak,DNase-seq on human 8988T,14625,cc93bf45f19fe39bb1e18a66e303e2e7
encode_3510,ENCFF619LVI.bed.gz,hg38,Homo sapiens,9606,DNase-seq,8988T,,ENCODE,ENCFF619LVI,narrowPeak,DNase-seq on human 8988T,9723,c1b923ca4346d5ac4e3b7f3f0df3a225
encode_3511,ENCFF749VJS.bed.gz,hg38,Homo sapiens,9606,DNase-seq,8988T,,ENCODE,ENCFF749VJS,broadPeak,DNase-seq on human 8988T,14830,88420c06a77dd2111ec760a868a4ea88
encode_3512,ENCFF241TGX.bed.gz,hg38,Homo sapiens,9606,DNase-seq,8988T,,ENCODE,ENCFF241TGX,narrowPeak,DNase-seq on human 8988T,9843,db7f65fc73a524e2363b64cf7daf516b
encode_3513,ENCFF298BRL.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,SU-DHL-6,H2AFZ,ENCODE,ENCFF298BRL,narrowPeak,H2AFZ Histone ChIP-seq on human SU-DHL-6,1616636,bb26a08a94dadef95d72e7c9e22f8ef1
encode_3514,ENCFF662ZEY.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,SU-DHL-6,H2AFZ,ENCODE,ENCFF662ZEY,narrowPeak,H2AFZ Histone ChIP-seq on human SU-DHL-6,1530691,ea6c79052c48ba99f3cedcebe5179f08
